link,物件名,date,販売価格,所在地,沿線・駅,専有面積,間取り,バルコニー,築年月
/ms/chuko/tokyo/sc_arakawa/nc_78908923/,ライオンズマンション荒川公園,2026-01-05,6980万円,東京都荒川区荒川３,都電荒川線「荒川区役所前」徒歩4分,70.6m2（21.35坪）（壁芯）,3LDK,9.34m2,1998年8月
/ms/chuko/tokyo/sc_arakawa/nc_78705099/,星和日暮里ハイツ,2026-01-05,6999万円,東京都荒川区東日暮里６-４９-１７,ＪＲ山手線「日暮里」徒歩6分,64.35m2（19.46坪）（壁芯）,3LDK,7.9m2,1983年6月
/ms/chuko/tokyo/sc_arakawa/nc_78722100/,ライオンズガーデン町屋,2026-01-05,7180万円,東京都荒川区荒川４,東京メトロ千代田線「町屋」徒歩6分,71.97m2（21.77坪）（壁芯）,3LDK,21.79m2,1999年7月
/ms/chuko/tokyo/sc_arakawa/nc_78689554/,クリオ南千住壱番館,2026-01-05,7180万円,東京都荒川区南千住７,つくばエクスプレス「南千住」徒歩7分,68.15m2（20.61坪）（壁芯）,3LDK,15.38m2,2002年1月
/ms/chuko/tokyo/sc_arakawa/nc_78830705/,シティテラス東京三ノ輪,2026-01-05,7180万円,東京都荒川区荒川１,東京メトロ日比谷線「三ノ輪」徒歩10分,64.37m2（19.47坪）（壁芯）,2LDK+S（納戸）,11.22m2,2019年4月
/ms/chuko/tokyo/sc_arakawa/nc_78536710/,セザール第三 三ノ輪,2026-01-05,7280万円,東京都荒川区南千住５,東京メトロ日比谷線「三ノ輪」徒歩4分,70.55m2（21.34坪）（壁芯）,3LDK,12.08m2,2002年4月
/ms/chuko/tokyo/sc_arakawa/nc_78985629/,ライオンズ南千住グランプレイス,2026-01-05,7380万円,東京都荒川区南千住１-47-1,ＪＲ常磐線「南千住」徒歩13分,55.22m2（16.70坪）（壁芯）,2LDK,8.1m2,2024年3月
/ms/chuko/tokyo/sc_arakawa/nc_78571960/,グランドステージ町屋,2026-01-05,7480万円,東京都荒川区荒川５,京成本線「新三河島」徒歩5分,90.08m2（壁芯）,2LDK,12.81m2,2002年2月
/ms/chuko/tokyo/sc_arakawa/nc_78867322/,コスモフェスタ日暮里,2026-01-05,7498万円,東京都荒川区東日暮里２,ＪＲ山手線「日暮里」徒歩14分,64.2m2（19.42坪）（壁芯）,2LDK+S（納戸）,13.4m2,1996年6月
/ms/chuko/tokyo/sc_arakawa/nc_78366624/,クレヴィア南千住ＴＥＲＲＡＣＥ,2026-01-05,7570万円,東京都荒川区南千住１,ＪＲ常磐線「南千住」徒歩11分,70.44m2（21.30坪）（壁芯）,3LDK,16.5m2,2014年2月
